"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2022-07-12","86","2.38","5.99","Harris II, Michael",671739,656849,"strikeout","swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",2,,1,2,2022,"-0.12","-0.06","-0.94","1.3",,,,0,3,"Bot",,,,,664850,,,-7.729364246939139,-124.92862984349654,-4.720786507938017,0.4802765806337906,27.878754732390256,-31.972274802533676,"3.57","1.63",,,,"86.8",2456,"7.1",661506,656849,664850,642086,641645,500871,596019,592192,607043,608671,"53.39",,,"0",1,0,0,,21,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",314,"-0.025","-0.158"
"SL","2022-07-12","84.7","2.58","5.97","Harris II, Michael",671739,656849,,"swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",,,1,1,2022,"0.06","0.22","-1.39","1.61",,,,0,3,"Bot",,,,,664850,,,-9.478968438445856,-122.84779082338648,-4.215141005127601,2.644995516795424,27.029388845421096,-29.214847785271598,"3.57","1.63",,,,"85.3",2436,"7.1",661506,656849,664850,642086,641645,500871,596019,592192,607043,608671,"53.42",,,,,,,,21,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",55,"0","-0.054"
"FF","2022-07-12","93.7","2.23","6.05","Harris II, Michael",671739,656849,,"called_strike",,,,,7,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",,,1,0,2022,"0.96","1.01","-0.52","1.66",,,,0,3,"Bot",,,,,664850,,,-9.325565284815475,-135.8959742476331,-7.90829119741006,13.992877746048737,30.623683320562606,-17.977775172131533,"3.55","1.64",,,,"94.7",2175,"7.1",661506,656849,664850,642086,641645,500871,596019,592192,607043,608671,"53.37",,,,,,,,21,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",133,"0","-0.043"
"FF","2022-07-12","93.7","2.14","6.06","Harris II, Michael",671739,656849,,"ball",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","B",,,0,0,2022,"0.56","1.27","-1.13","1.96",,,,0,3,"Bot",,,,,664850,,,-9.829733991873345,-135.981573986423,-7.7385879740973325,9.159610534011332,30.29385361270855,-14.818309846103876,"3.6","1.69",,,,"94.8",2213,"7.1",661506,656849,664850,642086,641645,500871,596019,592192,607043,608671,"53.38",,,,,,,,21,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",133,"0","0.033"
"CU","2022-07-12","80.6","-1.07","5.96","Harris II, Michael",671739,607625,"field_out","hit_into_play",,,,,7,"Michael Harris II grounds out, pitcher Seth Lugo to first baseman Dominic Smith.","R","L","R","ATL","NYM","X",1,"ground_ball",1,1,2022,"0.78","-1.48","-0.49","2.09",,,,1,7,"Bot",130.66,180.76,,,664850,,,-0.19383256173604424,-117.27332961137614,0.960766746912721,7.110017055915049,26.218425404121216,-46.13636266588483,"3.57","1.63",4,"90",-28,"78.9",3376,"5.5",661506,607625,664850,642086,641645,500871,596019,592192,607043,608671,"55",0.08,0.081,"0",1,0,0,2,56,3,"Curveball",4,1,4,1,1,4,4,1,"Strategic","Standard",39,"-0.004","-0.148"
"FF","2022-07-12","92.6","-0.74","6.04","Harris II, Michael",671739,607625,,"called_strike",,,,,7,"Michael Harris II grounds out, pitcher Seth Lugo to first baseman Dominic Smith.","R","L","R","ATL","NYM","S",,,1,0,2022,"-0.53","1.49","-0.51","1.67",,,,1,7,"Bot",,,,,664850,,,1.707102303505315,-134.6550988731901,-8.494614257052163,-6.77765226316667,29.60223231561233,-12.405241906945756,"3.55","1.69",,,,"91.4",2168,"5.6",661506,607625,664850,642086,641645,500871,596019,592192,607043,608671,"54.85",,,,,,,,56,2,"4-Seam Fastball",4,1,4,1,1,4,4,1,"Strategic","Standard",216,"0","-0.031"
"CU","2022-07-12","77.9","-1.17","5.87","Harris II, Michael",671739,607625,,"ball",,,,,11,"Michael Harris II grounds out, pitcher Seth Lugo to first baseman Dominic Smith.","R","L","R","ATL","NYM","B",,,0,0,2022,"1.02","-1.31","-1.27","4.19",,,,1,7,"Bot",,,,,664850,,,-2.04625141072513,-113.19510649394148,5.656518371160033,9.136418531463784,22.92228169038891,-44.705159440929194,"3.51","1.67",,,,"76.3",3106,"5.4",661506,607625,664850,642086,641645,500871,596019,592192,607043,608671,"55.06",,,,,,,,56,1,"Curveball",4,1,4,1,1,4,4,1,"Strategic","Standard",45,"0","0.023"
"CH","2022-07-11","85.8","-3.27","5.7","Harris II, Michael",671739,453286,"field_out","hit_into_play",,,,,7,"Michael Harris II lines out to left fielder Mark Canha.","R","L","R","ATL","NYM","X",7,"line_drive",0,0,2022,"-1.1","0.1","-0.82","2.02",,,,0,6,"Bot",80.17,85.28,,,621512,,,8.00023936591349,-124.78725323967761,-2.687194531460105,-13.052401907618862,22.416545275573153,-30.857065351204763,"3.57","1.63",304,"95.4",17,"85.9",1467,"6.1",661507,453286,621512,624413,641645,500871,596019,592192,607043,608671,"54.37",0.56,0.568,"0",1,0,0,4,45,1,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",247,"-0.035","-0.221"
"CH","2022-07-11","85.7","-3.31","5.63","Harris II, Michael",671739,453286,"field_out","hit_into_play",,,,,7,"Michael Harris II pops out to third baseman Eduardo Escobar in foul territory.","R","L","R","ATL","NYM","X",5,"popup",2,2,2022,"-1.34","0.32","-0.65","2.06",,,,1,3,"Bot",81.53,167.96,,,621512,,,9.002678211748657,-124.51746257354922,-2.815218095477195,-15.731553147779515,24.552878657359194,-28.46245238395972,"3.57","1.63",136,"83",66,"85.8",1560,"6.4",661507,453286,621512,624413,641645,500871,596019,592192,607043,608671,"54.09",0.006,0.006,"0",1,0,0,3,24,6,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",253,"-0.018","-0.134"
"FC","2022-07-11","88.6","-3.41","5.6","Harris II, Michael",671739,453286,,"foul",,,,,14,"Michael Harris II pops out to third baseman Eduardo Escobar in foul territory.","R","L","R","ATL","NYM","S",,,2,2,2022,"0.04","0.26","1.16","1.2",,,,1,3,"Bot",,,,,621512,,,11.02676260060364,-128.65990756931492,-5.1963731395239146,-1.692793240227898,25.133368021941077,-28.413283156990715,"3.57","1.63",,,,"88.3",2417,"6.1",661507,453286,621512,624413,641645,500871,596019,592192,607043,608671,"54.42",,,,,,,,24,5,"Cutter",0,2,0,2,2,0,0,2,"Standard","Standard",205,"0","0"
"FF","2022-07-11","95","-3.29","5.77","Harris II, Michael",671739,453286,,"foul",,,,,6,"Michael Harris II pops out to third baseman Eduardo Escobar in foul territory.","R","L","R","ATL","NYM","S",,,2,1,2022,"-0.97","1.3","0.36","2.69",,,,1,3,"Bot",,,,,621512,,,11.654816648612087,-137.83872898180684,-5.310144910668312,-14.859151449422303,29.06734062433469,-14.51641981191402,"3.57","1.63",174,"76.6",17,"94.7",2395,"6.1",661507,453286,621512,624413,641645,500871,596019,592192,607043,608671,"54.35",,,,,,,,24,4,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",225,"0","-0.046"
"CU","2022-07-11","74.7","-3.3","6","Harris II, Michael",671739,453286,,"ball",,,,,11,"Michael Harris II pops out to third baseman Eduardo Escobar in foul territory.","R","L","R","ATL","NYM","B",,,1,1,2022,"1.41","-0.75","-2.73","3.99",,,,1,3,"Bot",,,,,621512,,,-1.3018431926521907,-108.6578262069257,4.414845318441562,11.347296605684512,21.161112051236714,-39.161997588155856,"3.45","1.61",,,,"73.9",2746,"6",661507,453286,621512,624413,641645,500871,596019,592192,607043,608671,"54.53",,,,,,,,24,3,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",62,"0","0.033"
"FF","2022-07-11","94.6","-3.19","5.88","Harris II, Michael",671739,453286,,"swinging_strike",,,,,3,"Michael Harris II pops out to third baseman Eduardo Escobar in foul territory.","R","L","R","ATL","NYM","S",,,1,0,2022,"-0.91","1.39","0.47","3.27",,,,1,3,"Bot",,,,,621512,,,11.496895949328684,-137.29698283730153,-4.224903999173121,-13.9972632452075,28.22217200711917,-13.700645858321748,"3.57","1.63",,,,"94.1",2414,"6",661507,453286,621512,624413,641645,500871,596019,592192,607043,608671,"54.51",,,,,,,,24,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",221,"0","-0.031"
"FF","2022-07-11","94.7","-3.14","5.97","Harris II, Michael",671739,453286,,"ball",,,,,11,"Michael Harris II pops out to third baseman Eduardo Escobar in foul territory.","R","L","R","ATL","NYM","B",,,0,0,2022,"-0.88","1.35","-1.18","2.98",,,,1,3,"Bot",,,,,621512,,,7.03518511531105,-137.76473019973642,-5.169152226963281,-12.700575602590227,27.06015269073618,-13.929896875203575,"3.5","1.56",,,,"94.7",2351,"6",661507,453286,621512,624413,641645,500871,596019,592192,607043,608671,"54.46",,,,,,,,24,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",224,"0","0.023"
"FC","2022-07-11","85.2","-2.65","5.69","Harris II, Michael",671739,493603,"field_out","hit_into_play",,,,,5,"Michael Harris II grounds out, first baseman Pete Alonso to pitcher Adam Ottavino.","R","L","R","ATL","NYM","X",3,"ground_ball",1,0,2022,"0.39","0.23","0.01","2.63",,,,1,8,"Bot",164.27,161.37,,,621512,,,5.5132279873907795,-124.0576338700818,-1.3608476921566102,2.8459598446984455,25.316634963719526,-29.749006550676388,"3.57","1.63",6,"94.6",-23,"86.1",2419,"6.8",661507,493603,621512,624413,641645,500871,596019,592192,607043,608671,"53.65",0.111,0.111,"0",1,0,0,2,62,2,"Cutter",1,3,1,3,3,1,1,3,"Standard","Standard",91,"-0.028","-0.178"
"FF","2022-07-11","93","-2.74","5.64","Harris II, Michael",671739,493603,,"ball",,,,,13,"Michael Harris II grounds out, first baseman Pete Alonso to pitcher Adam Ottavino.","R","L","R","ATL","NYM","B",,,0,0,2022,"-0.73","0.89","-0.23","1.16",,,,1,8,"Bot",,,,,621512,,,8.12183698384115,-135.07769465279867,-7.731219488431617,-10.663740208135186,27.60810453970428,-19.817664030328956,"3.41","1.63",,,,"94",2149,"6.9",661507,493603,621512,624413,641645,500871,596019,592192,607043,608671,"53.63",,,,,,,,62,1,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",227,"0","0.023"
"FF","2022-07-10","88.4","-1.48","5.87","Harris II, Michael",671739,502179,"field_out","hit_into_play",,,,,5,"Michael Harris II flies out sharply to center fielder Victor Robles.","R","L","R","ATL","WSH","X",8,"fly_ball",1,0,2022,"0.21","1.54","-0.17","2.25",,,,1,4,"Bot",115.33,45.85,,,660688,,,2.7638709723012465,-128.71853950252137,-6.029712219345018,1.8696246263259235,23.757886213410778,-13.964019790305242,"3.57","1.64",379,"101.8",38,"88.7",2258,"6.2",661520,502179,660688,605137,501303,596748,671277,628450,645302,665742,"54.29",0.323,0.629,"0",1,0,0,5,34,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",198,"-0.011","-0.178"
"CH","2022-07-10","82.5","-2.14","5.59","Harris II, Michael",671739,502179,,"ball",,,,,11,"Michael Harris II flies out sharply to center fielder Victor Robles.","R","L","R","ATL","WSH","B",,,0,0,2022,"-0.82","0.36","-1.49","3.65",,,,1,4,"Bot",,,,,660688,,,3.0889002050935463,-120.15575526716614,1.352532965487864,-8.584156210186155,21.82991490436656,-29.09957397835135,"3.54","1.54",,,,"82.8",1170,"6.3",661520,502179,660688,605137,501303,596748,671277,628450,645302,665742,"54.21",,,,,,,,34,1,"Changeup",2,0,2,0,0,2,2,0,"Standard","Standard",248,"0","0.023"
"CU","2022-07-10","72.8","-1.68","5.84","Harris II, Michael",671739,502179,"strikeout","swinging_strike_blocked",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","S",2,,0,2,2022,"1.23","-1.46","0.06","0.9",,542303,606115,2,2,"Bot",,,,,660688,,,1.3887306554217371,-105.9731260496455,0.09128162575779397,8.831371464195227,21.491370423817056,-43.26372012291961,"3.57","1.64",,,,"72.3",3101,"6.3",661520,502179,660688,605137,501303,596748,671277,628450,645302,665742,"54.16",,,"0",1,0,0,,17,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",33,"-0.045","-0.289"
"FF","2022-07-10","88.4","-1.65","5.95","Harris II, Michael",671739,502179,,"foul",,,,,2,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","S",,,0,1,2022,"-0.19","1.53","0.08","3.65",,542303,606115,2,2,"Bot",,,,,660688,,,4.61802759587611,-128.63167682256645,-2.6790641912523365,-3.094052849689842,28.255825749303078,-14.932084603494058,"3.57","1.64",232,"72.5",40,"88.4",2246,"6.4",661520,502179,660688,605137,501303,596748,671277,628450,645302,665742,"54.09",,,,,,,,17,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",195,"0","-0.095"
"CU","2022-07-10","73.1","-1.77","5.82","Harris II, Michael",671739,502179,,"called_strike",,,,,8,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","S",,,0,0,2022,"1.4","-1.13","0.26","1.77",,542303,606115,2,2,"Bot",,,,,660688,,,1.6753739144712456,-106.3284798257528,1.3145309956868738,10.078842874917033,22.225609864835594,-41.135802006623244,"3.47","1.51",,,,"72.5",3036,"6.3",661520,502179,660688,605137,501303,596748,671277,628450,645302,665742,"54.16",,,,,,,,17,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",40,"0","-0.061"
"FF","2022-07-10","90.2","-3.36","4.45","Harris II, Michael",671739,518553,"strikeout","swinging_strike",,,,,2,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","S",2,,2,2,2022,"-0.84","1.17","-0.19","3.55",,,661388,2,6,"Bot",,,,,660688,,,9.931977670770875,-131.09915567313274,1.251106354116113,-11.72845460526728,25.540199403746662,-19.04221533289978,"3.57","1.64",,,,"92.7",2409,"7.7",661520,518553,660688,605137,501303,596748,671277,657041,645302,665742,"52.82",,,"0",1,0,0,,52,6,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",242,"-0.042","-0.188"
"FF","2022-07-10","90.2","-3.41","4.55","Harris II, Michael",671739,518553,,"foul",,,,,1,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","S",,,2,2,2022,"-0.58","0.92","-0.54","3.32",,,661388,2,6,"Bot",,,,,660688,,,8.571683164962002,-131.29244274722944,0.9183605163733829,-8.332148945262583,24.27086854692653,-21.849411260074564,"3.57","1.64",197,"76.3",19,"93",2431,"7.7",661520,518553,660688,605137,501303,596748,671277,657041,645302,665742,"52.84",,,,,,,,52,5,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",239,"0","0"
"FF","2022-07-10","89.5","-3.3","4.51","Harris II, Michael",671739,518553,,"called_strike",,,,,3,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","S",,,2,1,2022,"-0.74","0.77","0.72","3.46",,,661388,2,6,"Bot",,,,,660688,,,11.723454801606922,-130.00136989119682,1.7757571577577766,-10.518096419165568,23.13537669798689,-23.854954667461772,"3.54","1.5",,,,"92.1",2446,"7.6",661520,518553,660688,605137,501303,596748,671277,657041,645302,665742,"52.9",,,,,,,,52,4,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",243,"0","-0.05"
"FF","2022-07-10","89","-3.56","4.51","Harris II, Michael",671739,518553,,"ball",,,,,11,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","B",,,1,1,2022,"-0.88","0.72","-0.85","4.57",,,661388,2,6,"Bot",,,,,660688,,,8.727363436478278,-129.28166571509414,4.807453885070536,-11.63973385901584,25.554863692228967,-25.301995813867418,"3.53","1.47",,,,"91.3",2408,"7.6",661520,518553,660688,605137,501303,596748,671277,657041,645302,665742,"52.86",,,,,,,,52,3,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",242,"0","0.029"
"SL","2022-07-10","77.2","-3.51","4.41","Harris II, Michael",671739,518553,,"foul",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","S",,,1,0,2022,"1.56","-0.21","1.02","2.33",,,661388,2,6,"Bot",,,,,660688,,,6.998157995582216,-112.33084394288058,2.969132909492977,12.088103125795294,18.73539894654285,-34.71847059743425,"3.57","1.64",164,"92.6",10,"79.5",2263,"7.7",661520,518553,660688,605137,501303,596748,671277,657041,645302,665742,"52.79",,,,,,,,52,2,"Slider",2,3,2,3,3,2,2,3,"Standard","Standard",66,"0","-0.041"
"SI","2022-07-10","91.1","-3.63","4.41","Harris II, Michael",671739,518553,,"ball",,,,,13,"Michael Harris II strikes out swinging.","R","L","R","ATL","WSH","B",,,0,0,2022,"-1.6","0.23","-2.25","1.56",,,661388,2,6,"Bot",,,,,660688,,,7.098360987499799,-132.53876392675102,-1.7669481256425241,-20.389355811431695,28.84831056571375,-29.235874680671078,"3.5","1.47",,,,"93.2",2203,"7.6",661520,518553,660688,605137,501303,596748,671277,657041,645302,665742,"52.93",,,,,,,,52,1,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",245,"0","0.032"
"FF","2022-07-10","98.6","-2.72","6.22","Harris II, Michael",671739,663432,"single","hit_into_play",,,,,3,"Michael Harris II singles on a line drive to right fielder Juan Soto.   William Contreras to 3rd.","R","L","R","ATL","WSH","X",9,"line_drive",0,0,2022,"-0.54","1.35","0.75","3.18",,661388,,1,11,"Bot",160.14,109.73,,,660688,,,10.647179618112748,-143.28404271950137,-5.961812064681413,-9.79285464054838,30.466358731265164,-12.359944797387138,"3.57","1.64",216,"70.5",23,"98.7",2413,"6.2",661520,663432,660688,605137,444876,501303,671277,657041,645302,665742,"54.27",0.934,0.88,"0.9",1,1,0,4,86,1,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",206,"0.118","0.653"
"FF","2022-07-10","97.2","-1.97","6.46","Harris II, Michael",671739,605218,"force_out","hit_into_play",,,,,9,"Michael Harris II grounds into a force out, fielded by shortstop Luis Garcia.   Orlando Arcia out at 2nd.","R","L","R","ATL","WSH","X",6,"ground_ball",0,1,2022,"0.03","1.37","0.64","2",,661388,606115,2,8,"Bot",129.73,145.61,,,660688,,,7.012138536269375,-141.2868839098021,-9.740264282004613,-1.0005631185472192,27.503690183995367,-11.813831990735666,"3.57","1.64",4,"90.4",-24,"98.8",2487,"6.9",661520,605218,660688,605137,501303,596748,671277,657041,645302,665742,"53.55",0.097,0.098,"0",1,0,0,2,68,2,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",195,"-0.089","-0.384"
"FF","2022-07-10","95.9","-1.78","6.47","Harris II, Michael",671739,605218,,"called_strike",,,,,2,"Michael Harris II grounds into a force out, fielded by shortstop Luis Garcia.   Orlando Arcia out at 2nd.","R","L","R","ATL","WSH","S",,,0,0,2022,"0.44","1.57","0.17","3.56",,661388,606115,2,8,"Bot",,,,,660688,,,4.236983233193443,-139.7562903828787,-5.848980276263603,5.016975330565374,25.740532299214067,-10.359352053509753,"3.56","1.55",,,,"98.3",2481,"7.1",661520,605218,660688,605137,501303,596748,671277,657041,645302,665742,"53.37",,,,,,,,68,1,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",191,"0","-0.061"
"SL","2022-07-09","79.7","2.43","6.46","Harris II, Michael",671739,571578,"field_out","hit_into_play",,,,,13,"Michael Harris II lines out to second baseman Cesar Hernandez.","R","L","L","ATL","WSH","X",4,"line_drive",1,0,2022,"-0.01","0.16","-0.58","1.45",,592696,606115,1,4,"Bot",154.35,140.04,,,660688,,,-6.652726037646193,-115.84481213180898,-4.568694026044731,1.2159785754037602,22.09796972503357,-30.033935427910063,"3.56","1.64",167,"87.9",9,"80.1",2200,"6.7",661508,571578,660688,605137,514917,501303,671277,628450,657041,665742,"53.81",0.529,0.483,"0",1,0,0,4,35,2,"Slider",4,1,4,1,1,4,4,1,"Standard","Standard",243,"-0.018","-0.53"
"FF","2022-07-09","92.1","2.16","6.54","Harris II, Michael",671739,571578,,"ball",,,,,13,"Michael Harris II lines out to second baseman Cesar Hernandez.","R","L","L","ATL","WSH","B",,,0,0,2022,"0.57","1.35","-1.65","1.71",,592696,606115,1,4,"Bot",,,,,660688,,,-11.0107301133168,-133.4576996852204,-9.411356989881007,9.12216030796245,28.060292613118726,-14.14361398342495,"3.55","1.66",,,,"92.9",2166,"6.9",661508,571578,660688,605137,514917,501303,671277,628450,657041,665742,"53.57",,,,,,,,35,1,"4-Seam Fastball",4,1,4,1,1,4,4,1,"Standard","Standard",145,"0","0.063"
"FF","2022-07-09","93.9","2.13","6.54","Harris II, Michael",671739,571578,"field_out","hit_into_play",,,,,8,"Michael Harris II grounds out, second baseman Cesar Hernandez to first baseman Josh Bell.","R","L","L","ATL","WSH","X",4,"ground_ball",3,2,2022,"0.74","1.04","0.07","1.74",,,,2,2,"Bot",156.11,152.28,,,660688,,,-7.016973410545551,-136.52571711680548,-9.167630746414396,10.570860396111957,23.940652105000012,-17.48338144731048,"3.56","1.64",7,"107.8",-15,"95.3",2249,"6.7",661508,571578,660688,605137,514917,501303,671277,628450,657041,665742,"53.81",0.217,0.195,"0",1,0,0,2,17,6,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Strategic","Standard",147,"-0.007","-0.116"
"SL","2022-07-09","84.9","2.35","6.43","Harris II, Michael",671739,571578,,"ball",,,,,13,"Michael Harris II grounds out, second baseman Cesar Hernandez to first baseman Josh Bell.","R","L","L","ATL","WSH","B",,,2,2,2022,"-0.24","0.21","-1.68","0.41",,,,2,2,"Bot",,,,,660688,,,-8.99594176355701,-123.27518477483669,-8.292942488388237,-0.9288504397927558,21.637061738074326,-28.665772085291014,"3.55","1.64",,,,"85.7",2379,"6.7",661508,571578,660688,605137,514917,501303,671277,628450,657041,665742,"53.82",,,,,,,,17,5,"Slider",2,0,2,0,0,2,2,0,"Strategic","Standard",238,"0","0.033"
"SI","2022-07-09","94.7","2.2","6.47","Harris II, Michael",671739,571578,,"ball",,,,,11,"Michael Harris II grounds out, second baseman Cesar Hernandez to first baseman Josh Bell.","R","L","L","ATL","WSH","B",,,1,2,2022,"1.02","1.13","-1.31","2.74",,,,2,2,"Bot",,,,,660688,,,-11.526969544509123,-137.32053241763072,-6.597349965559875,15.510030040594465,30.316713771247322,-16.508164701352904,"3.56","1.58",,,,"95.3",2200,"6.8",661508,571578,660688,605137,514917,501303,671277,628450,657041,665742,"53.67",,,,,,,,17,4,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",147,"0","0.014"
"SL","2022-07-09","84.8","2.5","6.42","Harris II, Michael",671739,571578,,"ball",,,,,13,"Michael Harris II grounds out, second baseman Cesar Hernandez to first baseman Josh Bell.","R","L","L","ATL","WSH","B",,,0,2,2022,"-0.07","0.26","-1.76","0.7",,,,2,2,"Bot",,,,,660688,,,-9.871775653461986,-123.11897819733994,-7.668228848936385,1.0167174719903753,21.22610521443961,-28.229994063394326,"3.63","1.68",,,,"85.8",2348,"6.8",661508,571578,660688,605137,514917,501303,671277,628450,657041,665742,"53.74",,,,,,,,17,3,"Slider",2,0,2,0,0,2,2,0,"Strategic","Standard",202,"0","0.011"
